#SampleID	V2-arm-psoriasis-2C7	V2-arm-healthy-2A11	V2-arm-healthy-2B3	V2-arm-healthy-2B12	V2-arm-healthy-2B9	V2-elbow-psoriasis-2B6	V2-elbow-psoriasis-2B7	V2-arm-healthy-2B10	V2-arm-healthy-2A5	V2-elbow-psoriasis-2A9	V2-arm-healthy-2C4	V2-elbow-psoriasis-2B8	V2-arm-healthy-2B11	V2-arm-psoriasis-2C5	V2-arm-healthy-2A12	V2-arm-healthy-2A3	V2-elbow-psoriasis-partial-2A7	V2-arm-healthy-2A4	V2-arm-healthy-2B5	V2-arm-healthy-2C1	V2-arm-healthy-2C10	V2-arm-healthy-2C3	V2-arm-healthy-2A6	V2-arm-healthy-2C11	V2-arm-healthy-2B2	V2-arm-psoriasis-2A10	V2-arm-healthy-2B4	V2-arm-healthy-2B1	V2-elbow-psoriasis-partial-2A8	V2-arm-healthy-2C9	V2-arm-healthy-2C8	V2-arm-healthy-2C2	V2-elbow-psoriasis-2C6
531.265_C22H42O14_2.97_3612	150156688.66280007	41832349.0	96464495.88340063	40528207.82780107	58952760.88826942	23162594.07700264	63420061.75422873	23129299.32543857	74499035.44108197	64507077.35123184	143612241.16398254	69956069.48202778	28802859.542853653	13524739.652776727	90107836.58756079	25878728.19984259	30987807.827348944	22811017.85765404	95776070.17237622	36492314.07561012	47399376.56542166	29365021.10846565	43340796.47656672	87412491.89755167	21791544.173075	69808488.25320509	26395717.59934681	18178617.76363389	49433205.72395896	63512136.7803449	28641503.995654102	72208345.98046245	82242837.98352304
531.259_C25H34N6O7_6.18_2366	35693309.46727046	62408624.85712994	18265151.839836366	46453137.72215381	40511816.00295451	37055604.40703657	37208725.51135387	36736938.95904753	27556226.98490765	57918160.68299164	79668543.04436617	22630927.55891995	45305736.48962459	33509067.662222706	33766496.84388261	68833718.6727579	67624094.96667914	31277614.41091537	32152926.45740368	43291426.09234115	69671732.52313378	71761856.2333323	70080648.41673069	49107184.58510946	38224141.30466577	70871062.85901935	1356941.6856325623	53446999.87976837	44368564.96153081	18579079.200823896	17210287.75770871	45627790.0	87995322.55779871
530.383_C22H53N6O6S_8.36_361	67705723.12056468	41604454.143248014	22902589.22017763	48204909.27041839	59784051.90760649	50396603.46378355	51555740.77440414	75319332.02329755	36656784.616296105	95794556.69322684	47266734.48155701	83616053.81729461	45400352.05780325	26350416.26864743	11428755.562099965	41672036.73060625	232672102.74116388	26234511.548006795	43462197.55771852	13819116.267860916	48046874.18960782	50668255.67488255	204617762.94662142	39069261.55137968	32123120.39248542	72743656.79317401	10770966.381712148	17001765.471434496	215265222.29665917	48235519.0	35304039.19531693	34244190.87416457	93650915.89125626
530.383_C21H51N7O8_7.83_1421	57031338.14777322	17445016.722822998	45297136.54285628	54820844.10302161	59876682.06258033	30416491.248844434	58328939.5	50427972.50976028	29008724.435823496	33167537.22935551	198428648.47231573	62300009.64132298	49639685.60621432	34565134.39255869	22103003.61759891	23985446.01781972	36583264.052720815	33544618.07713764	48926771.32084309	41061772.14123847	69104434.42724136	40979299.1539989	18804889.0816542	26168623.348959167	30880916.74831838	25229349.89533928	43990974.29897501	15374234.706203286	39258755.28065083	45213768.39661016	46370891.26235153	34987065.69426308	392771818.8174152
530.353_C24H51NO11_4.18_190	76257856.84060903	28863658.279106583	22848934.35303166	65263481.05108154	45049640.95267536	65414273.95547403	101514568.75406036	1348054.2643101614	46103132.337413296	57794765.46313372	215345602.21186444	31379513.12719371	43776939.5	151607996.79762784	22341595.31781573	4563234.736815663	53181479.31413963	33837007.34794031	43348456.411427066	31348156.59983768	48985058.6528201	33156087.326299336	34844714.36132376	48731918.50567522	5420379.853329456	78194771.16621426	74761613.34097163	54748180.36955977	48913642.83393079	129519927.14035976	188572360.14407387	197711781.4569064	32186720.70203596
530.287__5.83_5922	186980259.13473502	29470249.66193831	31386968.68458041	49305279.5	35485534.19804849	34889133.481063284	31452290.17025955	57800178.00098001	30342141.15265283	104643464.78450884	58940504.50812151	185107606.1937018	52294820.9770036	63747756.29875928	49911628.78293903	26791135.585012566	26378262.32156126	71613080.09966989	38576997.929691136	42200064.50137425	37119193.449414335	48655584.74549245	41419317.22016171	49311500.5938742	63144927.11810406	30799806.2919984	39605142.56154607	47304881.58050496	39211554.68910479	55371462.95249096	39455001.64513706	61407375.59903902	44470867.45035645
529.88__8.34_153	58193840.53331801	41832349.0	21240018.0708955	45307703.58743309	65538952.152913004	51658203.24699031	50971419.55685656	86890749.99128155	32146550.266164467	89219488.41074158	49237949.83524481	72630968.54218547	50832189.13547239	29553683.58127804	11861099.613390105	37041674.73351696	250822538.42472717	23263039.656934965	42819775.16379868	13369794.309469758	42988244.66654275	52996935.3071427	198574639.29306516	40291492.05678434	39911044.90560676	66331241.51470463	13560265.62704925	15928852.275478395	200639320.3012257	39199667.1624016	31382638.93074989	32518474.30101131	115707275.15524814
529.407_C26H52N6O5_8.0_761	34951087.73175505	55642848.79615436	21095010.97613592	62253650.45721638	53384131.49002669	29728718.07462589	36390657.4431413	34613557.41129822	41233836.11504521	60533829.5	56136981.16108805	49387711.78228602	51591654.50139452	19940134.454001684	20814528.11262968	71776326.33389829	42091413.00086027	24884176.63708989	40311263.37515684	40579393.25706221	76995509.98454113	71859579.98193559	79949385.0606803	18783748.76271602	74517756.14170045	64949737.12022544	11827595.116807599	31269244.986118786	33748472.7772961	37185302.81893083	48932866.60350424	51725173.38365512	67306935.28440401
529.386_C18H49N12O4P_8.65_3276	121316171.83001852	61404437.36519703	38526916.86472053	128108556.83037163	45767400.099934004	33191350.39372735	33022553.78982492	130454081.02737352	43078050.01938086	104290991.3804368	42980106.93701064	32024987.594229866	19445366.35473034	32839415.51166531	26705359.0	28901455.94302652	79534255.14943576	52601078.69008298	26483969.81760843	24811407.97795884	62473385.93005326	83779523.54519929	57454449.52926155	30164602.70658417	98553307.44904543	40127224.58154659	21877681.95002776	26106239.723487936	39351873.44013903	46334351.428512104	61304750.77570209	87752594.73931365	92795196.47226907
529.37_C25H48N6O6_7.01_3380	26705359.0	26705359.0	26705359.0	1343190869202761.0	4193988503265300.0	26705359.0	26705359.0	3038294864681820.0	26705359.0	3203413031164460.0	1963826643711200.0	26705359.0	26705359.0	26705359.0	26705359.0	26705359.0	26705359.0	628069424828961.0	1304686575194740.0	26705359.0	26705359.0	1692413644202681.0	26705359.0	225020396443001.0	26705359.0	1048856686769901.0	352986628297380.0	2290633447768341.0	2169941782410920.8	196983000841440.0	3.508643427355064e+16	26705359.0	399939456384000.0
529.372_C25H48N6O6_6.58_2057	46445857.6334023	48078047.51366942	10171002.504824786	32497760.023033235	64790913.37839662	28747531.29128688	89208016.61910829	46977155.31908029	22176747.271534316	66712551.19482654	60568410.17088791	53556886.37859953	45005062.97144003	19399136.04006316	30628482.286030065	47379520.02000903	50272540.55404645	10188749.621436844	21827575.237072367	68788967.03328353	115382117.31639996	37261154.37985064	73095659.0	25150718.10647897	31478713.497653157	65875863.69656445	2849583.60909926	28762339.96086222	41253839.78045044	58709396.91662338	75796018.19314583	22017496.667792987	107976813.42540687
529.35_C23H46N9O3S_6.85_1404	31400839.588399354	80652286.53870995	50289606.25316223	36824446.78187199	110722839.54854472	83424163.72664067	52029159.00852896	36200729.0	41828320.96295286	66032827.32216265	48120695.54745939	43462281.61833508	56376903.19742515	29032658.60418497	23266817.81044093	78607531.11382641	54298098.29375462	19099353.147968814	93577945.50120892	103359879.18717842	26972994.22140447	141680376.72621506	58766492.96972304	10385532.52536373	86095998.75057666	75162278.44664936	33505441.06457317	49858183.80271094	25152043.650097355	26010018.178216323	17404622.01798436	43762315.05668677	43169508.74059566
529.351_C16H44N14O4S_7.2_1005	56860066.63294638	18562802.72006576	34310062.62494631	57049245.89812174	51710874.40383246	38325388.51307467	24295870.44699886	33976540.4816357	30626290.97677349	38927104.52036253	67731535.01922326	46087529.0	48098150.04499274	29694586.218732774	45751254.42419128	34821141.98257047	17576076.08018824	27569112.293263875	83192616.67198367	186310355.64076823	39620622.25997374	180473369.5895325	62871384.78551587	8164733.316573205	68762951.04451871	82699971.6300775	20781844.404933773	42226811.34304447	9527114.68306456	31833216.90092193	47648561.53285279	81905846.1140771	39048743.34370481
529.277_C21H44N6O4P2_7.3_2492	17030355.82601702	103596744.06817392	25910917.25971713	51472045.11023104	42632209.20266229	41128789.5	27884148.673151746	32365804.30600273	41522780.3393187	72188729.76522593	53650606.82092993	16223965.63945038	40104664.78886037	17259096.935024507	23565629.70455387	93255292.22972196	65855032.05391087	35335516.440317005	42421354.847651854	27089000.805147346	56162352.88439094	83983638.1626052	93091082.27054755	35290707.73858985	69750431.11063075	91139398.21619964	16203240.680719675	30651697.11990684	39187227.92034389	43608370.77342518	45296873.15487698	53973701.26191191	23403825.023533426
528.872__7.88_4607	26130315.05550471	42762160.89722631	21735684.52796885	46736916.70143869	57694029.0	37286809.56835318	64633485.88082366	136533303.02406308	41090464.2927518	24568641.96836753	28589074.03212626	23192255.940715734	30545956.40293226	28907912.57523363	37831758.78744608	56039372.87110664	73461918.40476304	26415154.82233201	45069545.0907665	80058143.77743421	57434529.37186052	37187507.71065181	106120638.60512468	46936471.91547795	37918773.337755054	40813059.19027069	27746392.23968133	30687037.70076409	68056891.4751157	28034955.826172426	35845544.30867272	31658950.30802248	46502329.03760061
